"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"8/7/2023 6:10:28 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,sim-spa_01
TimeSeries,-
StartYear,1980
"<HEADER ecospace/>"
EcospaceScenario,spa_01
MapRows,53
MapCols,131
MapCellLength,14.84601
MapCellSize,0.1335878
MapLatitude,31.00668
MapLongitude,-98
NoActiveCells,5258
EcoSpaceTimeStepLength,0.0833333358168602
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production","ChlA (depth integrated)"
"Layer 1 Surface temp","Temperature - surface"
"Layer 2 Bottom temp","Temperature - bottom"
"Layer 3 PP","ChlA (depth integrated)"
"Layer 4 Average temp","Salinity - average"
"Layer 5 Salinity","Salinity - average"
"<HEADER end/>"

Data,"Average biomass across modeled area"
"Modeled area km2",494806.705026413
"Number of cells",2245

TimeStep,"Coastal dolphins","Offshore dolphins","Baleen whales",Seabird,"Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)",Skates-rays,"Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Red drum","Benthic coastal invertebrate feeders",Tilefish,"Gray triggerfish","Coastal omnivores","Reef omnivores","Surface pelagics","Large oceanic planktivores","Oceanic planktivores",Sardine-herring-scad,"Menhaden (0yr)","Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)",Anchovy-silverside-killifish,Mullet,Butterfish,Cephalopod,"Pink shrimp","Brown shrimp","White shrimp",Crab,"Sessile epifauna","Mobile epifauna",Zooplankton,Infauna,Algae,Seagrass,Phytoplankton,Detritus
204,0.02538603,0.001433283,0.001505111,0.0372353,0.02903027,0.1893433,0.009320143,0.002824773,0.05596172,0.001848637,0.009730352,0.002746864,0.0003674085,0.02436255,0.01170763,0.001906173,0.0005078204,0.04379614,0.001354424,0.0273548,7.395005E-05,0.03262965,5.227928E-05,0.01273753,0.07520301,0.003351393,0.002925408,0.0001925843,0.001348186,5.74017E-05,0.001253212,0.000387206,0.000288194,0.02258783,0.0001268899,0.0009732316,0.0002498751,3.218988E-06,2.786486E-05,0.001762414,0.05657525,0.01019155,0.1740255,0.002685023,0.01513551,0.001044994,0.006639193,0.009664812,9.456112,0.0001547967,0.01724864,0.1452478,1.93075,0.1448043,0.0002560297,0.0003210535,0.01104611,0.1908856,0.4680535,0.1229873,0.03907717,0.05928673,0.05066473,0.0326467,0.0001697893,1.966164,0.01080729,0.004535532,0.04199906,0.07426887,21.16007,1.946263,8.194588,7.240397,10.01891,2.46264,6.65999,21.45604
205,0.02538786,0.0014305,0.001505854,0.03722886,0.02904133,0.1893113,0.009329122,0.002819389,0.055993,0.001847343,0.009586613,0.002744874,0.0003643776,0.02431905,0.01208425,0.001895106,0.0005092672,0.04409229,0.001346277,0.02664598,7.270151E-05,0.03247812,4.995632E-05,0.01281568,0.0752178,0.003167108,0.002896538,0.0001914505,0.001317177,5.736409E-05,0.001253932,0.0003867189,0.0002874176,0.02119031,0.0001471535,0.001011265,0.0002526791,3.245936E-06,2.768769E-05,0.001751902,0.05677995,0.0109883,0.174578,0.002687794,0.01509872,0.001041953,0.006717597,0.009681539,9.587868,0.0001550569,0.01717115,0.1452867,1.924207,0.1456664,0.0002564317,0.0003289099,0.01115567,0.1629012,0.4428129,0.123159,0.03555264,0.05734561,0.0526711,0.03336155,0.0001709574,2.088473,0.00844461,0.003438932,0.04247348,0.0756487,21.19661,1.977564,6.871454,6.538692,8.203822,3.121958,5.369058,16.68398
206,0.02538889,0.001427784,0.00150635,0.03724238,0.02905347,0.1892359,0.009336377,0.002811722,0.0560126,0.001846069,0.009446135,0.002741966,0.0003613701,0.02427749,0.01245349,0.001882984,0.0005112641,0.0443993,0.001335849,0.0260367,7.45132E-05,0.03245535,4.585972E-05,0.01290104,0.07524233,0.003021687,0.002854566,0.0001914823,0.001282664,5.71354E-05,0.001253721,0.0003838943,0.0002870182,0.02001169,0.0001618658,0.001022851,0.0002507301,3.254405E-06,2.764734E-05,0.001746891,0.05731487,0.01168231,0.1751072,0.00269358,0.01505056,0.001047728,0.006765631,0.009759665,9.723214,0.0001551606,0.01708559,0.1447989,1.905782,0.1456711,0.0002564559,0.0003364256,0.0113017,0.1404641,0.409474,0.1164227,0.03183326,0.05379755,0.05419222,0.03388115,0.0001740124,2.147694,0.006587496,0.002711186,0.04124802,0.0760515,20.65515,1.933859,5.390483,5.724047,7.366373,4.010393,4.981727,13.6114
207,0.02538529,0.001425061,0.00150619,0.0372665,0.02906463,0.1890549,0.009341055,0.002802603,0.05601889,0.001844737,0.009317815,0.002737013,0.0003583367,0.02423506,0.01280426,0.001870327,0.0005134102,0.04593032,0.001323693,0.02647012,7.693584E-05,0.03233095,4.123925E-05,0.01299621,0.07522107,0.003212571,0.002852236,0.000193783,0.001316192,5.707052E-05,0.001251689,0.0003937978,0.0002868099,0.02088896,0.0001650859,0.001050896,0.0002572727,3.2408E-06,2.763386E-05,0.001751438,0.05802319,0.01223915,0.175626,0.002698964,0.01500773,0.001049427,0.006682479,0.009917637,9.83067,0.0001550952,0.01699762,0.1437136,1.876225,0.145465,0.0002560751,0.0003426964,0.01135898,0.1306244,0.3688162,0.1053806,0.02838795,0.04956076,0.05723622,0.03446871,0.0001738364,2.115953,0.005971028,0.002375024,0.03929535,0.07532007,19.68329,1.880747,4.181981,4.95963,8.374894,5.18259,6.419553,12.42274
208,0.02537802,0.001422166,0.001505151,0.03728756,0.02907554,0.188746,0.009342644,0.002792964,0.05600996,0.001843352,0.009193551,0.002730998,0.0003553622,0.02419447,0.01313009,0.001857869,0.0005155714,0.047814,0.001312008,0.02722596,7.669142E-05,0.03200746,3.802756E-05,0.01309157,0.07516592,0.003422556,0.002860731,0.0001951204,0.001360271,5.662919E-05,0.001248683,0.0004100505,0.0002866219,0.022649,0.0001834743,0.001080017,0.000266811,3.207527E-06,2.777001E-05,0.001766158,0.05887735,0.01265115,0.1761505,0.002699615,0.01497984,0.001057385,0.006577058,0.01013333,9.912195,0.0001548708,0.01690761,0.1422693,1.844946,0.1444381,0.0002553266,0.0003477236,0.01130632,0.1340281,0.3409463,0.09380115,0.02711943,0.04685377,0.06027939,0.0350491,0.0001746234,2.01825,0.005968042,0.002268675,0.03736873,0.073727,18.71588,1.824519,3.535191,4.463479,9.79421,6.013757,8.374917,14.49187
209,0.02536913,0.001419071,0.001503083,0.03729825,0.0290868,0.1883984,0.009342471,0.002784195,0.05599271,0.001841897,0.009088622,0.002724491,0.0003525235,0.02415737,0.01344489,0.001846636,0.0005176654,0.0487069,0.001302225,0.02804088,7.61706E-05,0.03199551,3.687204E-05,0.01313599,0.07509896,0.003601185,0.002887934,0.0001953798,0.001400716,5.600018E-05,0.001244399,0.0004239575,0.0002864251,0.02487933,0.0002035925,0.001140583,0.0002822197,3.1626E-06,2.791229E-05,0.001786625,0.05991562,0.01210299,0.1767936,0.002705386,0.01496572,0.00107134,0.00657248,0.01037699,9.85886,0.0001545432,0.01681947,0.1409171,1.820551,0.143148,0.0002543138,0.0003498947,0.01115412,0.1519857,0.3239617,0.08402333,0.02759968,0.04556798,0.06079754,0.03500703,0.0001754358,1.897695,0.006856543,0.002383693,0.03561704,0.07201637,18.22182,1.790428,3.40995,4.415425,12.02533,6.064207,11.42655,17.964
210,0.02536491,0.001415805,0.001500233,0.03729513,0.02910201,0.188282,0.009343304,0.002777962,0.05598091,0.001840389,0.009062147,0.002718633,0.0003503399,0.02412506,0.01376783,0.00183691,0.0005194815,0.0478047,0.001295177,0.02839643,7.658699E-05,0.03279299,3.718704E-05,0.01327302,0.07505632,0.003655453,0.002910542,0.0001973711,0.001437144,5.576563E-05,0.001240623,0.0004226163,0.0002862271,0.02532929,0.0002127449,0.001243622,0.0003090071,3.116079E-06,2.801899E-05,0.001802013,0.06088577,0.01085509,0.178101,0.002706134,0.01498262,0.001082881,0.006822067,0.01053066,9.72113,0.0001540917,0.0167515,0.1403213,1.811504,0.1417348,0.0002531242,0.0003427796,0.01121621,0.1817086,0.327822,0.07794224,0.02937899,0.04585616,0.05692281,0.03411509,0.0001777889,1.802265,0.008103215,0.002541449,0.03140977,0.0707939,17.97982,1.700875,3.851252,4.896633,13.90666,5.071049,13.73332,22.98786
211,0.02536309,0.001412663,0.00149705,0.03727548,0.02912262,0.1884328,0.009346561,0.002773816,0.05598066,0.00183919,0.009089813,0.002714833,0.0003489945,0.02408386,0.01382861,0.001823697,0.0005144048,0.0462634,0.001289655,0.02739483,7.258766E-05,0.03268195,3.85539E-05,0.01311546,0.07508,0.003435151,0.002907978,0.000197766,0.001403411,5.555851E-05,0.001238046,0.0004115796,0.0002858078,0.02389873,0.0002046843,0.0013049,0.0003417383,3.077439E-06,2.804324E-05,0.001805588,0.06125251,0.009524168,0.1799722,0.00269364,0.01498074,0.001085704,0.006900871,0.01051204,9.576415,0.0001534777,0.01670419,0.1406198,1.820973,0.1391763,0.0002513259,0.0003335416,0.01126732,0.2170703,0.3396485,0.07609983,0.03161617,0.04622071,0.05154283,0.03295212,0.0001782003,1.753622,0.008373649,0.002269586,0.02667064,0.07054194,18.00013,1.540962,4.811795,5.77089,15.5527,4.180946,15.15836,27.26742
212,0.02536194,0.001409633,0.001494176,0.03724375,0.02914258,0.188749,0.009351924,0.002770222,0.05598911,0.001838237,0.009143815,0.002710379,0.0003479007,0.02404266,0.01379665,0.001807867,0.0005064765,0.04457545,0.001284151,0.02616193,6.8827E-05,0.0324457,3.925734E-05,0.01296496,0.07512835,0.003211159,0.002891897,0.0001982832,0.001364526,5.508283E-05,0.001237221,0.0003979232,0.0002850374,0.02219477,0.0001832234,0.001257462,0.0003510957,3.053618E-06,2.800603E-05,0.001801455,0.0610844,0.008313088,0.1820487,0.002669719,0.01495516,0.001082267,0.006748043,0.01037753,9.429175,0.0001528865,0.0166621,0.1414546,1.844272,0.136799,0.0002492629,0.0003241607,0.01119745,0.2479686,0.3660134,0.08230899,0.03491302,0.04712575,0.0461142,0.03173269,0.000177178,1.754628,0.008576142,0.002051156,0.02231316,0.07139438,18.27323,1.378805,6.241541,6.801772,16.28424,3.579454,14.59168,30.31073
213,0.02536222,0.001406509,0.001492421,0.03720788,0.02915964,0.1891429,0.009359328,0.002766299,0.05600448,0.001837226,0.009202057,0.002703134,0.0003466754,0.0240133,0.0139992,0.001794362,0.0005037067,0.04288123,0.001277985,0.0259396,6.442445E-05,0.03213014,3.92718E-05,0.01278474,0.0751465,0.003098554,0.002868746,0.0002004421,0.001338416,5.472135E-05,0.001239943,0.0003842965,0.0002839798,0.02144321,0.0001574305,0.001198643,0.0003463877,3.049134E-06,2.791723E-05,0.00178489,0.06059546,0.007257485,0.1841387,0.002645439,0.01493177,0.0010701,0.006490927,0.01017398,9.267471,0.000152394,0.01661031,0.142554,1.872814,0.136947,0.0002478202,0.0003140957,0.01114842,0.2619234,0.3910246,0.09301312,0.03780397,0.04921411,0.04115216,0.03052243,0.0001737058,1.806152,0.01006149,0.002569005,0.01867265,0.07327054,18.71082,1.282448,7.803502,7.666017,16.40711,3.138365,13.4985,30.50078
214,0.02535926,0.001403416,0.001492011,0.03716749,0.02916965,0.1893439,0.009367713,0.002761204,0.05602172,0.001836263,0.009166124,0.002695072,0.0003446981,0.02398277,0.0143171,0.001783255,0.0005053585,0.04341149,0.00127095,0.02648007,6.636277E-05,0.03159014,3.812737E-05,0.01250001,0.07509923,0.003350155,0.002881188,0.0002014583,0.001376702,5.420155E-05,0.001240236,0.0003863472,0.0002825649,0.0227485,0.000134088,0.001091834,0.0003337707,3.063128E-06,2.783101E-05,0.001765978,0.05992648,0.007565422,0.1859158,0.002624999,0.01491286,0.001042274,0.006198497,0.009957596,9.276755,0.0001520758,0.01654354,0.1434263,1.89622,0.1394235,0.000247819,0.0003046721,0.0109507,0.2539612,0.4204224,0.1065971,0.04159993,0.05272775,0.04383989,0.03133079,0.0001667892,1.867247,0.01212948,0.003674644,0.02606977,0.07537677,19.75451,1.542987,8.924669,7.903779,15.24495,2.752056,11.47382,29.39363
215,0.02535744,0.001400519,0.001492829,0.03713742,0.02917642,0.1895139,0.00937689,0.00275686,0.05604505,0.001835359,0.009103765,0.002689883,0.0003424784,0.02395146,0.01466475,0.001773355,0.0005085809,0.04484864,0.001264797,0.02688489,7.030042E-05,0.03135494,4.118492E-05,0.01241985,0.07505018,0.003504792,0.002910194,0.0001989961,0.001414638,5.398648E-05,0.001241401,0.0003983813,0.0002813103,0.02296107,0.0001225574,0.001019083,0.0003211114,3.092236E-06,2.774959E-05,0.001748818,0.05929089,0.008565351,0.1868103,0.002604256,0.0148914,0.001012556,0.005949672,0.009756175,9.395341,0.0001520117,0.01648542,0.1440974,1.912247,0.1428132,0.0002485192,0.0003073665,0.01076363,0.2336619,0.4375394,0.1190061,0.04449081,0.05479818,0.04960174,0.03305036,0.0001602111,1.967851,0.01151352,0.004157896,0.0350829,0.07736199,20.60997,1.852249,9.167439,7.70273,12.23488,2.522384,8.290576,26.21774
216,0.02535779,0.001397835,0.001494428,0.03712771,0.02918531,0.1896381,0.00938545,0.002752905,0.05606941,0.00183451,0.00903317,0.002687976,0.0003402565,0.02391899,0.01501337,0.001764157,0.0005122736,0.04529602,0.001259583,0.02636956,7.47279E-05,0.03148111,4.418614E-05,0.01245772,0.07505327,0.003343213,0.002917408,0.000195275,0.001399565,5.388616E-05,0.001243168,0.0004008872,0.0002805974,0.02184349,0.0001333472,0.0009880533,0.00031565,3.127003E-06,2.770057E-05,0.001738457,0.05904881,0.009624018,0.1874061,0.002595601,0.01486418,0.001002242,0.005911895,0.009682394,9.525578,0.0001518535,0.01644547,0.1444838,1.917856,0.1446782,0.0002493713,0.0003146507,0.0107263,0.1991052,0.4400638,0.1222774,0.04493719,0.05389603,0.05267043,0.03404449,0.0001543938,2.113167,0.009564534,0.003660746,0.03960137,0.07908154,21.11107,1.974016,8.255574,7.184677,9.460135,2.864151,6.036771,20.5462
217,0.02535801,0.001395336,0.001496201,0.03714336,0.02919646,0.1895665,0.009391356,0.002751554,0.05609519,0.001833698,0.008936779,0.002688798,0.0003390124,0.02390704,0.01532222,0.001757847,0.0005180106,0.04548623,0.001256746,0.02567361,7.970535E-05,0.03144838,4.396086E-05,0.01232913,0.07511405,0.003111407,0.002886323,0.0001907883,0.00135305,5.382588E-05,0.001244983,0.0003961573,0.0002809424,0.02040561,0.0001480981,0.0009624252,0.0003187523,3.153681E-06,2.773725E-05,0.001746507,0.05967741,0.01069877,0.1879275,0.00259406,0.01489958,0.001010224,0.00604472,0.0098101,9.677456,0.0001515965,0.01641593,0.1442484,1.909976,0.1452595,0.0002499841,0.0003230978,0.01078142,0.1668603,0.4249813,0.1191347,0.04432919,0.05088003,0.05482935,0.03465654,0.0001546638,2.236229,0.007456409,0.002971994,0.04107381,0.07998123,20.95914,1.952739,6.673057,6.409431,7.916023,3.663657,5.069192,15.61509
218,0.02535842,0.001392931,0.001497578,0.03718055,0.02920967,0.1893058,0.009394447,0.002749702,0.05611182,0.001832918,0.008833281,0.002691176,0.0003380282,0.02389935,0.01560437,0.001751108,0.0005243814,0.04556682,0.001253547,0.02493176,8.060209E-05,0.03131413,3.893411E-05,0.01175568,0.07520418,0.002850856,0.002830909,0.0001865688,0.001291425,5.378957E-05,0.001245226,0.0003877358,0.0002819522,0.01888449,0.0001789283,0.0009572953,0.0003223265,3.161663E-06,2.787895E-05,0.001766028,0.06094761,0.01167793,0.1884631,0.002604024,0.01495485,0.001030845,0.006232048,0.01010829,9.834652,0.0001509393,0.01639341,0.1434124,1.890672,0.1442819,0.000250166,0.0003310882,0.01080619,0.1416612,0.4019331,0.1115569,0.04348392,0.04701858,0.0564324,0.03498309,0.000155988,2.286824,0.005635968,0.002430555,0.04052469,0.07982108,20.31903,1.848754,5.119048,5.574244,7.08094,4.684414,4.640783,13.03835
219,0.02535738,0.001390501,0.001498174,0.03722775,0.02922392,0.1889531,0.009395279,0.002746797,0.05611853,0.001832142,0.008747165,0.00269282,0.0003370842,0.02389028,0.01586924,0.001744108,0.0005307685,0.04677911,0.00124876,0.02495964,8.126169E-05,0.03126093,3.269288E-05,0.01118818,0.07526821,0.002738404,0.002790655,0.0001861843,0.00124158,5.381423E-05,0.001243768,0.0003794929,0.0002830786,0.01796504,0.0001968749,0.0009464192,0.0003361589,3.148117E-06,2.808391E-05,0.001799656,0.06241129,0.01250637,0.1889723,0.0026181,0.01500135,0.001055695,0.006376587,0.01047188,9.974783,0.0001505262,0.01637087,0.1420904,1.860214,0.1428637,0.0002498828,0.0003378477,0.01072173,0.1294511,0.371631,0.09960679,0.04244152,0.043058,0.05848394,0.03540018,0.0001589861,2.239604,0.004334176,0.002132085,0.03871466,0.07854454,19.36472,1.740266,3.901798,4.816728,7.33897,6.092445,5.319132,11.96943
220,0.02535132,0.001387942,0.001497722,0.03726944,0.02923671,0.1886012,0.009395662,0.002743631,0.05611924,0.001831341,0.008685662,0.002692078,0.0003360752,0.02387934,0.0161153,0.001737535,0.0005371257,0.04869896,0.001242506,0.02581612,8.443053E-05,0.03117305,3.107019E-05,0.0107903,0.07526086,0.003019118,0.002817012,0.0001876863,0.001293683,5.310961E-05,0.001241461,0.0003900411,0.0002839616,0.01927813,0.0002030027,0.0009442029,0.0003609581,3.115233E-06,2.826139E-05,0.001838173,0.06371548,0.01312253,0.1894644,0.002628438,0.01501844,0.001074102,0.006370256,0.01076379,10.06707,0.0001503669,0.01634614,0.1406448,1.824747,0.1414249,0.0002491771,0.000343062,0.01052472,0.1274147,0.3383649,0.08559837,0.04083748,0.03934408,0.06051337,0.03582244,0.0001620644,2.113584,0.00447097,0.001990195,0.03645917,0.07638615,18.35186,1.66406,3.152614,4.270218,9.102876,7.420859,7.743869,12.9472
221,0.02534407,0.001385185,0.001496061,0.03729856,0.02924952,0.1883595,0.009396367,0.002741879,0.05611917,0.001830466,0.008668161,0.00269022,0.0003350614,0.02387044,0.01637647,0.001731971,0.0005433282,0.04917061,0.001237199,0.02684477,8.172272E-05,0.03148692,3.23801E-05,0.01057431,0.07522774,0.003279711,0.00285076,0.000187984,0.001348435,5.278677E-05,0.00123724,0.0004015521,0.0002845556,0.02161468,0.0002095054,0.000984425,0.0003669949,3.069864E-06,2.821452E-05,0.001865097,0.06491288,0.01239996,0.1902399,0.002634846,0.01502366,0.001085543,0.006442768,0.01098344,9.991007,0.0001502238,0.0163238,0.1395011,1.796845,0.1400282,0.0002481431,0.0003404356,0.01035733,0.1378967,0.3223031,0.07409713,0.04195582,0.03798178,0.05937132,0.03545585,0.0001639368,1.962879,0.005481839,0.002052649,0.03340482,0.07416257,17.76612,1.625615,2.959008,4.198017,11.60299,7.48317,11.35075,16.86113
222,0.02534104,0.001382293,0.001493367,0.03730761,0.02926726,0.188434,0.009398947,0.002742914,0.05612767,0.001829617,0.008726285,0.00268895,0.000334886,0.02386467,0.01657319,0.00172666,0.0005461634,0.04817353,0.001234286,0.0269227,7.086177E-05,0.03059036,3.342649E-05,0.01065121,0.07521934,0.003248358,0.002882536,0.0001879665,0.0013704,5.233335E-05,0.00123401,0.0003976235,0.0002851431,0.02159275,0.0001933688,0.001065237,0.0003759739,3.022161E-06,2.805086E-05,0.001874995,0.06559043,0.01109503,0.1919158,0.002633294,0.01503957,0.001085512,0.006572889,0.01101197,9.861672,0.0001500394,0.01632447,0.1393366,1.787557,0.1377818,0.0002465287,0.0003321389,0.01041095,0.1638156,0.3246163,0.06610329,0.0444034,0.03879304,0.05479835,0.03446157,0.0001645627,1.847898,0.006473162,0.001974193,0.02842135,0.07254198,17.47865,1.496802,3.362627,4.710796,13.65233,5.957471,13.92442,22.82812
223,0.02534006,0.001379459,0.001490137,0.03729521,0.02928841,0.1887055,0.009402878,0.00274458,0.05613993,0.001828989,0.008807325,0.002688113,0.0003351602,0.02385216,0.01656476,0.001718409,0.000542299,0.04670532,0.001232176,0.02623438,6.176628E-05,0.02976999,3.296524E-05,0.01061695,0.07524741,0.003141334,0.002893365,0.0001882997,0.001367999,5.147607E-05,0.001232009,0.0003872588,0.00028537,0.02068337,0.0001813212,0.001074296,0.0003807019,2.981692E-06,2.784347E-05,0.001868723,0.06570672,0.009756738,0.1939683,0.002619031,0.01504921,0.001081379,0.006603857,0.0108913,9.719977,0.0001495616,0.01633513,0.1398638,1.796904,0.1350963,0.0002444766,0.0003231385,0.01057995,0.2020792,0.3393888,0.06414063,0.04525686,0.03952253,0.0495377,0.03327272,0.0001645153,1.773397,0.007120668,0.001863583,0.02380356,0.07187226,17.50189,1.352115,4.308088,5.636425,15.37182,4.559124,15.43332,27.57778
224,0.02534059,0.001376663,0.001486998,0.03726682,0.02930911,0.1891642,0.009409373,0.002746825,0.05616229,0.001828649,0.008911105,0.002687554,0.0003356078,0.02384043,0.01639618,0.001707139,0.0005352763,0.04512514,0.001230262,0.02522805,5.544285E-05,0.02876257,3.398011E-05,0.010666,0.07530814,0.002959762,0.002874848,0.0001894022,0.001331223,5.0889E-05,0.001231352,0.0003743493,0.000285208,0.01958749,0.0001461151,0.00101168,0.0003747704,2.95563E-06,2.764652E-05,0.001848493,0.06512842,0.008538226,0.1961738,0.002597208,0.01504148,0.001062377,0.006325712,0.01064423,9.575143,0.0001491219,0.01634862,0.1409787,1.822301,0.1325857,0.0002422623,0.0003144683,0.01047043,0.2356811,0.368999,0.0690216,0.04682807,0.04277441,0.04435055,0.03204921,0.0001614164,1.752183,0.007582696,0.001714663,0.01957799,0.07241786,17.79848,1.206215,5.755621,6.738301,16.16365,3.645534,14.88612,30.69839
225,0.02533891,0.001373466,0.001484658,0.03723181,0.0293251,0.1892036,0.009410693,0.00274524,0.0561625,0.001828162,0.008918467,0.002681199,0.0003358454,0.0238358,0.01661401,0.001700398,0.0005373259,0.04357516,0.001227554,0.02558927,5.764269E-05,0.02836252,3.764269E-05,0.01092443,0.07532853,0.003027946,0.002860636,0.00019269,0.001317914,5.037398E-05,0.001231854,0.0003623786,0.0002846388,0.02068798,0.0001806051,0.001029023,0.0004151546,2.948373E-06,2.759229E-05,0.001853063,0.06515033,0.007548732,0.1982832,0.002592328,0.0151265,0.00106541,0.006348087,0.01061061,9.406919,0.0001485156,0.01632227,0.1415225,1.846184,0.1324911,0.0002411586,0.000304541,0.01071115,0.2513714,0.421104,0.08598498,0.05067921,0.04729195,0.04042172,0.03085081,0.0001643464,1.773697,0.009407463,0.002575435,0.01749896,0.07395831,18.44637,1.189302,7.358725,7.641593,16.27496,3.040221,13.62068,30.92762
226,0.02533081,0.00137024,0.001483646,0.03719138,0.02933519,0.1887926,0.009409159,0.00274126,0.05614928,0.00182768,0.0088098,0.002673102,0.0003356094,0.0238332,0.01691076,0.001695995,0.0005430645,0.04376628,0.00122515,0.02642668,5.716613E-05,0.02755259,3.997573E-05,0.0113171,0.07530697,0.003285653,0.002876605,0.0001952022,0.00136668,5.001495E-05,0.001231151,0.0003623519,0.0002838018,0.02281028,0.0001963185,0.000985385,0.000428541,2.959976E-06,2.751155E-05,0.001866615,0.06575426,0.007570441,0.2000616,0.002603187,0.01522669,0.001084032,0.006415249,0.01075306,9.362758,0.0001481349,0.01625723,0.1415362,1.863841,0.1334804,0.000240993,0.0002952274,0.01090185,0.2469363,0.4592507,0.104803,0.0514551,0.0513907,0.04158552,0.03110781,0.0001690185,1.833781,0.01133647,0.00334609,0.02325102,0.07599732,19.59822,1.34698,8.587348,7.993865,15.50661,2.599088,11.88476,29.50207
227,0.02532226,0.001367131,0.00148381,0.0371581,0.0293414,0.1884303,0.009409731,0.002738862,0.05614821,0.001827201,0.008703906,0.00266751,0.0003350023,0.02383315,0.01721263,0.001692931,0.0005502425,0.04534689,0.001224076,0.02731724,6.151976E-05,0.02690028,4.290045E-05,0.01169803,0.07526424,0.003525533,0.002913003,0.0001927252,0.001411065,4.991267E-05,0.001231689,0.0003766267,0.000283009,0.02499617,0.0001859954,0.0009403555,0.0004324035,2.987713E-06,2.742507E-05,0.001875046,0.06638999,0.008457831,0.2011438,0.002603135,0.01532471,0.001096138,0.006567637,0.01082521,9.448377,0.000148272,0.01619604,0.1414881,1.875589,0.1356232,0.0002413906,0.0002942549,0.01118221,0.224844,0.481242,0.120785,0.05181326,0.05574037,0.04597567,0.03271174,0.0001725326,1.932801,0.01254953,0.00371288,0.0317259,0.07790821,20.59485,1.57559,9.026241,7.849494,13.41269,2.323828,9.476483,26.73946
228,0.02531634,0.00136424,0.001484833,0.03714354,0.0293478,0.1881672,0.009412964,0.002739063,0.05616118,0.001826721,0.008625901,0.002665213,0.0003343261,0.02383629,0.01751252,0.001691045,0.0005579207,0.04729749,0.001224689,0.0279537,6.69004E-05,0.02648258,4.53272E-05,0.01202191,0.07523276,0.003713606,0.002945903,0.0001907023,0.001454813,4.980605E-05,0.001233099,0.0003936423,0.0002825597,0.02570553,0.000174501,0.0009081175,0.0004185324,3.023332E-06,2.736361E-05,0.00187561,0.06702755,0.009515009,0.2017256,0.002601824,0.01538252,0.001106672,0.006758397,0.01088535,9.589871,0.0001485405,0.01615077,0.1414508,1.879556,0.1384223,0.0002419583,0.000299034,0.01140972,0.1955541,0.4781799,0.1288718,0.04754667,0.05524576,0.05170573,0.03451154,0.0001740936,2.053383,0.01177689,0.00365087,0.03844467,0.07944311,21.11558,1.792604,8.489861,7.363643,11.13895,2.441108,7.552473,22.42022
229,0.02531275,0.001361515,0.001486176,0.03715202,0.02935736,0.1880016,0.009417524,0.002742567,0.05618795,0.001826258,0.008657074,0.002669875,0.0003322437,0.02382372,0.01777299,0.001687504,0.0005636542,0.04825138,0.00122726,0.02774378,7.208252E-05,0.026377,5.163181E-05,0.01242183,0.07525788,0.003586476,0.002943413,0.0001891819,0.00143533,4.962967E-05,0.001233637,0.0003978906,0.0002825923,0.02450707,0.000189776,0.0008305455,0.0004106995,3.062653E-06,2.733971E-05,0.001873158,0.06785863,0.01061986,0.2021488,0.002603512,0.0154003,0.001118404,0.007045296,0.01096563,9.755823,0.0001488829,0.01620259,0.1413864,1.875919,0.1400288,0.0002423816,0.0003057379,0.01171893,0.1685388,0.4588283,0.1268915,0.04520351,0.05483891,0.05602824,0.03565907,0.0001751164,2.170124,0.009725742,0.003424138,0.04243784,0.08053987,21.13426,1.890899,7.298613,6.687797,9.093143,2.917738,6.00831,18.35834
