"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"8/7/2023 6:10:28 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,sim-spa_01
TimeSeries,-
StartYear,1980
"<HEADER ecospace/>"
EcospaceScenario,spa_01
MapRows,53
MapCols,131
MapCellLength,14.84601
MapCellSize,0.1335878
MapLatitude,31.00668
MapLongitude,-98
NoActiveCells,5258
EcoSpaceTimeStepLength,0.0833333358168602
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production","ChlA (depth integrated)"
"Layer 1 Surface temp","Temperature - surface"
"Layer 2 Bottom temp","Temperature - bottom"
"Layer 3 PP","ChlA (depth integrated)"
"Layer 4 Average temp","Salinity - average"
"Layer 5 Salinity","Salinity - average"
"<HEADER end/>"

Data,"Average biomass across modeled area"
"Modeled area km2",494806.705026413
"Number of cells",2245

TimeStep,"Coastal dolphins","Offshore dolphins","Baleen whales",Seabird,"Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)",Skates-rays,"Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Red drum","Benthic coastal invertebrate feeders",Tilefish,"Gray triggerfish","Coastal omnivores","Reef omnivores","Surface pelagics","Large oceanic planktivores","Oceanic planktivores",Sardine-herring-scad,"Menhaden (0yr)","Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)",Anchovy-silverside-killifish,Mullet,Butterfish,Cephalopod,"Pink shrimp","Brown shrimp","White shrimp",Crab,"Sessile epifauna","Mobile epifauna",Zooplankton,Infauna,Algae,Seagrass,Phytoplankton,Detritus
21,0.02345961,0.002489701,0.001866749,0.03354304,0.02508231,0.1759636,0.007049452,0.002902915,0.04466171,0.003135668,0.0135344,0.002414303,0.0007332187,0.01054881,0.01378042,0.002489263,0.0008114591,0.03668367,0.001729308,0.02922479,9.129768E-05,0.04457217,8.974019E-05,0.02799228,0.07295716,0.003035983,0.003177549,0.0001169297,0.0008696613,3.949145E-05,0.0009986919,0.0003605603,0.0003271298,0.03390309,0.0002778594,0.002974358,0.001368905,8.171985E-06,4.12747E-05,0.001925335,0.06001097,0.009746104,0.05395234,0.00402707,0.01561703,0.001570576,0.01677328,0.0103142,8.707303,0.0001304494,0.01909191,0.163151,1.652743,0.1419697,0.0006505714,0.0003204838,0.01746675,0.2128385,0.3584128,0.08082962,0.03318619,0.04700282,0.0388136,0.02116844,0.0002451351,1.821152,0.01168097,0.003910778,0.0200375,0.08662871,20.28887,1.221881,7.79585,7.73788,16.4292,3.096195,13.54022,30.816
22,0.02346985,0.002477886,0.001862311,0.03353814,0.02511166,0.1760704,0.007064338,0.002906854,0.04475335,0.003118841,0.01339391,0.002409809,0.0007351412,0.0106364,0.01354911,0.00249686,0.0008080369,0.03705108,0.001729557,0.02975002,8.939334E-05,0.04415505,8.765528E-05,0.02699571,0.07294983,0.003278386,0.003203356,0.0001193288,0.0008947548,3.970429E-05,0.0009998464,0.0003634481,0.00032582,0.03591905,0.0002596025,0.002784213,0.001333421,8.098601E-06,4.097714E-05,0.001917624,0.05901423,0.009905756,0.05439014,0.00400152,0.01567044,0.001550991,0.01630213,0.01011863,8.698193,0.0001303274,0.01897326,0.1638146,1.675726,0.1444137,0.0006459788,0.0003112659,0.01743552,0.2148136,0.380513,0.09457073,0.03435658,0.05073043,0.04104885,0.0218706,0.0002429797,1.883771,0.01369143,0.005085215,0.02734746,0.08820146,21.47408,1.44795,8.983191,8.008478,15.41106,2.662393,11.57222,29.47911
23,0.0234809,0.002466223,0.001858978,0.033542,0.02513704,0.1761351,0.007080409,0.002911363,0.0448497,0.003102819,0.01323964,0.002407188,0.0007363974,0.01072418,0.01334357,0.002504926,0.00080561,0.03839381,0.001730485,0.03028805,8.731914E-05,0.04366048,8.81867E-05,0.02616014,0.07293326,0.00348157,0.003237371,0.0001193349,0.0009191479,4.004036E-05,0.001001811,0.0003773823,0.0003246657,0.0373182,0.0002585124,0.002666772,0.00128413,8.054497E-06,4.074126E-05,0.001905785,0.05812876,0.0107815,0.05460934,0.003980326,0.01569866,0.001530643,0.01598799,0.009942622,8.803462,0.00013064,0.01886057,0.1643137,1.69285,0.1480269,0.0006420578,0.0003134869,0.01745368,0.2073066,0.387797,0.1037337,0.03445465,0.05329046,0.04635648,0.02357864,0.0002388552,1.987839,0.0137528,0.005637323,0.03676102,0.08965123,22.4687,1.738688,9.26553,7.822278,12.78897,2.408879,8.746446,26.35048
24,0.02349457,0.002454946,0.001856436,0.03356488,0.02516359,0.1761709,0.00709662,0.002916365,0.04494783,0.003087148,0.01308757,0.002406993,0.0007374591,0.01081251,0.01315419,0.002513442,0.0008034639,0.0390605,0.001732307,0.02997782,8.632206E-05,0.04327084,9.229409E-05,0.02597433,0.07295792,0.003428493,0.003245003,0.00011843,0.0009259221,4.035593E-05,0.001004273,0.0003832689,0.0003240849,0.03619476,0.0002770498,0.002617465,0.001261804,8.02236E-06,4.055351E-05,0.001894876,0.05763838,0.01179501,0.05473532,0.00397131,0.01571059,0.001526031,0.01598984,0.009848198,8.960074,0.0001310668,0.01876348,0.1645841,1.70215,0.1506878,0.000638314,0.0003210165,0.01778919,0.188719,0.3832557,0.106363,0.03397313,0.05234485,0.0515805,0.02482961,0.0002373632,2.127665,0.01176825,0.005333262,0.04362833,0.09082339,22.95565,1.917259,8.442895,7.295686,10.02137,2.672271,6.43887,21.26551
25,0.02351139,0.002443972,0.001854138,0.03361185,0.0251933,0.17626,0.007113888,0.002925263,0.04505605,0.003071041,0.01296076,0.002410583,0.0007385099,0.01090112,0.01287156,0.00252375,0.0008014104,0.03883716,0.001735004,0.02913111,9.146366E-05,0.04325351,9.237607E-05,0.025902,0.073033,0.003212119,0.003222818,0.0001169838,0.0009017684,4.077941E-05,0.001006124,0.0003800499,0.0003252476,0.0339646,0.0002943366,0.002562124,0.001213211,7.978451E-06,4.033719E-05,0.001888259,0.05749145,0.01267277,0.05483771,0.003972073,0.01576423,0.001529058,0.01604971,0.009821297,9.076194,0.0001313046,0.01869662,0.164659,1.70269,0.1509815,0.0006343765,0.0003300793,0.01816302,0.1649579,0.3699676,0.1012766,0.03224243,0.0506958,0.05275389,0.02509596,0.0002355062,2.26423,0.009288223,0.004320614,0.04373647,0.09137625,23.06984,1.90859,6.928789,6.595469,8.053937,3.392567,5.064783,16.41499
26,0.0235286,0.002433218,0.001851573,0.03367931,0.02522525,0.1763092,0.007130522,0.002934573,0.04516309,0.003054886,0.01284598,0.002415315,0.000739553,0.01098984,0.01257947,0.00253389,0.000799363,0.03879641,0.001736694,0.02849415,9.417673E-05,0.043357,8.948799E-05,0.02601446,0.07312071,0.003036125,0.003180319,0.0001165034,0.0008731387,4.105932E-05,0.001006652,0.0003737704,0.0003272322,0.03171176,0.0003010567,0.002546225,0.001194132,7.905935E-06,4.017826E-05,0.001886312,0.05762788,0.01357721,0.0549372,0.003978295,0.0158201,0.001534761,0.01603294,0.009885846,9.219604,0.0001313462,0.01864043,0.1641848,1.691814,0.1506109,0.0006300629,0.0003388854,0.01829437,0.1441727,0.3477174,0.09146153,0.03008255,0.04709867,0.05446011,0.0252804,0.0002355692,2.319194,0.007184305,0.003666675,0.04330575,0.09083778,22.45851,1.849522,5.314254,5.752621,7.174195,4.424142,4.671045,13.19646
27,0.02354346,0.002422554,0.001848526,0.03375627,0.02525748,0.1762805,0.007145419,0.002942928,0.0452624,0.003038778,0.01273639,0.002418661,0.0007404484,0.01107845,0.01229853,0.002543606,0.000797298,0.04003083,0.001736507,0.02891679,9.694815E-05,0.0434301,8.606776E-05,0.02633809,0.07316339,0.003141404,0.003168325,0.0001176644,0.0008713927,4.131129E-05,0.001005931,0.0003733485,0.0003294727,0.03141776,0.0003113555,0.002494593,0.001199363,7.797978E-06,4.048736E-05,0.00189249,0.05793638,0.01438903,0.05503415,0.003983431,0.0158751,0.001542269,0.01580757,0.01002099,9.341738,0.0001313331,0.01858378,0.1631051,1.670118,0.1502873,0.0006253372,0.000346684,0.01811361,0.1284559,0.3243999,0.08042811,0.02840953,0.04347099,0.0575045,0.0256108,0.0002368097,2.266913,0.005829377,0.003299029,0.04178941,0.08910178,21.39504,1.788012,4.031552,4.957392,7.785638,5.818685,5.697258,11.98331
28,0.02355354,0.002411849,0.001844545,0.03382751,0.02528747,0.1761402,0.007158139,0.002950293,0.04535014,0.003023376,0.01262189,0.002420028,0.0007411487,0.0111671,0.01202533,0.002553251,0.0007951257,0.04165341,0.001735165,0.02984083,9.612185E-05,0.04331062,8.306575E-05,0.02681982,0.07315873,0.003422758,0.003192856,0.0001192293,0.0009008673,4.142585E-05,0.001003459,0.0003862963,0.0003315976,0.03358031,0.0003292653,0.002488185,0.001253181,7.658951E-06,4.098385E-05,0.001905857,0.05836685,0.01501756,0.05513682,0.003992249,0.01593103,0.001548576,0.01541708,0.01020952,9.418895,0.0001313275,0.0185199,0.1616808,1.64469,0.149321,0.000620247,0.0003530097,0.01770813,0.1219214,0.3037983,0.06934258,0.02771499,0.04061873,0.06021343,0.02591633,0.0002379808,2.140348,0.005986548,0.003106603,0.0398786,0.08651068,20.30008,1.727552,3.289333,4.404174,9.652122,7.036299,8.176538,13.48067
29,0.02356115,0.002400919,0.001839172,0.03388514,0.02531707,0.1759768,0.007169418,0.002957523,0.04542955,0.003008211,0.01251782,0.00242018,0.0007417814,0.01125626,0.0117747,0.002563389,0.0007927525,0.04210879,0.001734096,0.03087734,9.600724E-05,0.04332217,8.335685E-05,0.02738492,0.07313523,0.003657052,0.003246376,0.0001200689,0.0009309219,4.154256E-05,0.001000996,0.0003985643,0.0003333972,0.03654515,0.0003429381,0.002563303,0.001368923,7.501806E-06,4.15291E-05,0.001922855,0.05882746,0.01445876,0.05529027,0.00400609,0.01600414,0.001557455,0.01501574,0.01038915,9.343179,0.0001313207,0.01845205,0.1604316,1.626348,0.1480313,0.0006149031,0.0003522816,0.01724329,0.1270842,0.2955646,0.06103452,0.02814212,0.03929628,0.05959471,0.0255334,0.0002403436,1.988276,0.007018603,0.003200477,0.03781224,0.08392657,19.72279,1.704508,3.136435,4.329881,12.07082,7.09647,11.56674,17.61916
30,0.02357193,0.002389879,0.001832788,0.03392553,0.02535098,0.1759566,0.007180786,0.002965918,0.04551051,0.002993154,0.01246636,0.002420346,0.0007438248,0.01134706,0.0115418,0.002574495,0.0007894193,0.04102651,0.001735079,0.03133007,9.542405E-05,0.04369656,8.466499E-05,0.02776781,0.07313731,0.003673258,0.003286076,0.0001212956,0.0009495475,4.170428E-05,0.0009997659,0.000395296,0.0003352666,0.03672967,0.0003499314,0.002674472,0.001455059,7.344249E-06,4.156513E-05,0.001937735,0.05916628,0.01318969,0.05570247,0.004023306,0.01612923,0.001567649,0.01511475,0.01050798,9.201649,0.0001312274,0.01840309,0.1600659,1.623135,0.1462459,0.0006092955,0.0003448341,0.01703639,0.1460496,0.3030073,0.05669425,0.02922752,0.03945731,0.0547145,0.02441938,0.0002433961,1.872513,0.008288448,0.003251743,0.03284627,0.08203816,19.41464,1.586691,3.591404,4.844631,14.01087,5.764668,14.0077,23.29546
31,0.02358435,0.002379117,0.001825967,0.0339462,0.02538769,0.1761036,0.007193209,0.002975108,0.04559647,0.002978428,0.01245029,0.002421285,0.0007466978,0.01143217,0.01121178,0.002583767,0.0007828217,0.03949098,0.001737012,0.03091009,9.376302E-05,0.04390714,8.39583E-05,0.02752517,0.07317999,0.003510955,0.003301325,0.0001222546,0.0009333237,4.153993E-05,0.0009997664,0.0003854259,0.0003367301,0.03529161,0.0003364721,0.002688456,0.00147745,7.202349E-06,4.137401E-05,0.001948131,0.0591327,0.01181912,0.05623864,0.004032967,0.0162692,0.001573325,0.01532342,0.01050369,9.050364,0.0001310525,0.01836961,0.1604588,1.635124,0.1437817,0.0006033481,0.000335751,0.01708395,0.1728497,0.3153828,0.05686818,0.03032711,0.04011476,0.04901511,0.02312493,0.0002451593,1.802072,0.009115277,0.00311298,0.02761154,0.08119066,19.39948,1.426999,4.600969,5.769648,15.64363,4.49981,15.41918,27.80332
32,0.0235972,0.002368604,0.001819397,0.0339519,0.02542529,0.1764117,0.007207744,0.002984971,0.04569248,0.002964017,0.01246334,0.002422642,0.0007499754,0.01151682,0.01085158,0.002591211,0.0007739843,0.03787781,0.001739197,0.03018915,8.968219E-05,0.04391713,8.209825E-05,0.02666025,0.07324907,0.003333277,0.003293733,0.000122767,0.0009086328,4.144464E-05,0.001000974,0.0003736316,0.0003376706,0.03347958,0.0003124573,0.002599925,0.00148403,7.087818E-06,4.112774E-05,0.001948642,0.05851731,0.01054063,0.05683096,0.004026052,0.01639489,0.001569757,0.0151368,0.01037074,8.899238,0.0001308685,0.01834664,0.161383,1.65933,0.1415743,0.0005974093,0.00032648,0.01712311,0.1924069,0.3401304,0.062658,0.03268706,0.04234848,0.04359452,0.0218313,0.0002444082,1.785969,0.009817692,0.002990052,0.02297991,0.08157427,19.67323,1.275486,6.122026,6.851892,16.34196,3.651711,14.78181,30.77316
33,0.02361081,0.002358008,0.001813812,0.03395061,0.02546003,0.1767364,0.007223368,0.002994481,0.04579443,0.002949099,0.01247236,0.002422003,0.0007531031,0.01160782,0.01065287,0.002600526,0.0007680775,0.03628773,0.001741063,0.03043643,9.103391E-05,0.04453447,8.449293E-05,0.02596232,0.07328931,0.003319848,0.003283815,0.0001243024,0.000899424,4.143494E-05,0.001004918,0.0003620006,0.0003380742,0.03335454,0.0002952695,0.002499113,0.001506324,7.008358E-06,4.08061E-05,0.001947399,0.05760972,0.009404242,0.05742306,0.004007452,0.01654181,0.001560204,0.01501793,0.0101985,8.727103,0.0001306383,0.01831556,0.1623353,1.687353,0.1421579,0.0005922441,0.0003169534,0.01730236,0.2012338,0.3736686,0.07316677,0.03562675,0.04529691,0.03871865,0.02059155,0.0002441029,1.82159,0.01156258,0.00393475,0.01969216,0.08300651,20.20933,1.22024,7.783388,7.738082,16.42363,3.084383,13.54792,30.8283
34,0.02362034,0.002347486,0.001809977,0.03394278,0.02548686,0.1768813,0.007239922,0.003003317,0.0458989,0.002934138,0.01240907,0.002420869,0.0007547737,0.0117002,0.01049559,0.002611358,0.0007650058,0.03669558,0.001742607,0.03114286,8.905372E-05,0.04412574,8.188988E-05,0.02504605,0.07327408,0.003593676,0.00331404,0.0001265806,0.0009272922,4.190133E-05,0.00100592,0.0003649967,0.0003380534,0.03539165,0.0002725772,0.002314842,0.001481415,6.963067E-06,4.051414E-05,0.001942923,0.05652721,0.009615739,0.0579148,0.003984299,0.01666643,0.001544303,0.01471201,0.01002947,8.718812,0.0001305575,0.01826792,0.1630493,1.711271,0.1446418,0.0005883097,0.0003081832,0.01727404,0.198209,0.401545,0.08486594,0.03754061,0.04879716,0.04095459,0.02129156,0.0002419422,1.884165,0.01358877,0.005114711,0.02705624,0.08476403,21.39166,1.446772,8.971859,8.008848,15.40796,2.6511,11.57778,29.48812
35,0.0236308,0.00233713,0.001807255,0.03394353,0.02550972,0.176985,0.00725775,0.003012621,0.0460084,0.002919853,0.01232275,0.002421566,0.000755796,0.01179313,0.01035529,0.002622674,0.000762985,0.03808139,0.00174483,0.03185555,8.681565E-05,0.04363959,8.238279E-05,0.02429112,0.07324968,0.003819436,0.003363525,0.0001259627,0.000954636,4.214E-05,0.001008168,0.0003792046,0.0003381661,0.0368165,0.0002652848,0.002190731,0.001445931,6.944574E-06,4.028339E-05,0.001934024,0.05554667,0.01053794,0.0581759,0.003965395,0.01676201,0.00152738,0.01452833,0.009877236,8.82468,0.0001309249,0.01822122,0.1636003,1.729188,0.1483028,0.000585045,0.0003107488,0.01729412,0.1827607,0.4171415,0.09290528,0.03791706,0.05144987,0.04625598,0.02299454,0.0002378156,1.988335,0.01366234,0.005671015,0.03650628,0.08640034,22.38359,1.737932,9.258196,7.822655,12.7879,2.399314,8.749295,26.35709
36,0.02364393,0.002327145,0.00180533,0.03396365,0.02553374,0.1770606,0.007275745,0.00302236,0.04612006,0.002905873,0.01223111,0.002424643,0.0007566422,0.01188683,0.01022531,0.00263446,0.000761297,0.03879273,0.001747938,0.03170462,8.535768E-05,0.04326316,8.570679E-05,0.02409552,0.07326677,0.003771259,0.003391678,0.0001248278,0.0009625287,4.239658E-05,0.001011022,0.0003852664,0.0003388578,0.03574015,0.0002781058,0.002128473,0.001436115,6.936937E-06,4.009932E-05,0.001925731,0.05493954,0.0115968,0.05833785,0.003958546,0.01683772,0.001526085,0.01462775,0.009804623,8.981859,0.0001314129,0.01818508,0.1639223,1.739115,0.1510178,0.0005819522,0.000318573,0.01762909,0.1589714,0.4151026,0.09674124,0.03646683,0.05151047,0.05147663,0.02423762,0.0002363135,2.128438,0.01168918,0.005367396,0.04339788,0.0877493,22.869,1.916909,8.440987,7.296117,10.02178,2.663249,6.440143,21.26891
37,0.02366028,0.002317447,0.001803645,0.03400785,0.02556107,0.1771438,0.007292948,0.003027987,0.04621952,0.002891516,0.01220365,0.00243179,0.0007575635,0.01198105,0.01006335,0.002643713,0.0007597341,0.03849756,0.001750982,0.03074651,9.138056E-05,0.04312398,9.275021E-05,0.02409517,0.07332679,0.003480148,0.003364655,0.0001232883,0.0009357061,4.286258E-05,0.001012763,0.0003821409,0.0003396313,0.03332369,0.0003028715,0.002076982,0.001384411,6.924547E-06,3.985208E-05,0.001914111,0.0546898,0.01242899,0.05847449,0.003952999,0.01683381,0.001527915,0.01482305,0.009775593,9.098335,0.0001316929,0.01819906,0.1638947,1.739499,0.1513692,0.0005786627,0.0003279133,0.01800307,0.1384594,0.3933608,0.09466861,0.03388546,0.05034789,0.05266039,0.02449629,0.0002344583,2.265468,0.009279787,0.004485261,0.04373081,0.08861789,22.98369,1.908772,6.931448,6.596097,8.055309,3.38418,5.065558,16.41586
38,0.02367705,0.002307951,0.00180169,0.03407283,0.02559069,0.177173,0.007308881,0.00303137,0.04631006,0.002877118,0.01219102,0.002439999,0.0007585202,0.01207552,0.009900586,0.00265133,0.0007582164,0.03835227,0.001752617,0.02992662,9.491667E-05,0.04313572,9.420509E-05,0.02417407,0.07339719,0.003234582,0.003324086,0.0001226996,0.0009044399,4.319616E-05,0.001014016,0.0003759183,0.0003407034,0.03086671,0.0003154745,0.002068719,0.001355929,6.887217E-06,3.965597E-05,0.001905058,0.05472687,0.01326377,0.05860763,0.003950503,0.016795,0.001531056,0.01495695,0.009831468,9.24215,0.0001317639,0.0182243,0.1632718,1.728063,0.1510555,0.0005749928,0.0003369793,0.01813671,0.123444,0.3588257,0.08822326,0.03059691,0.04728159,0.05437574,0.02467355,0.0002345237,2.321089,0.007236101,0.003913024,0.04353527,0.0884295,22.37525,1.850271,5.319056,5.753403,7.17615,4.417101,4.672181,13.1963
39,0.02369154,0.002298534,0.00179901,0.03414753,0.02562054,0.1771188,0.007322891,0.003032958,0.04639041,0.002862758,0.01217567,0.002446567,0.0007593566,0.01216986,0.009743049,0.002657954,0.000756713,0.03946994,0.001752147,0.03015978,9.83536E-05,0.04311747,9.324955E-05,0.02439258,0.07341745,0.003300319,0.003300045,0.0001241032,0.0009018388,4.330499E-05,0.001014324,0.0003756335,0.0003418657,0.03035776,0.0003279112,0.002048419,0.001343533,6.816809E-06,3.993302E-05,0.00190384,0.05493184,0.01400313,0.05873777,0.003946665,0.01674646,0.001535683,0.01489113,0.009956668,9.365155,0.000131773,0.01824398,0.1620346,1.705552,0.150785,0.0005709053,0.0003450188,0.01796061,0.1158443,0.3216731,0.08035368,0.02790286,0.04403607,0.05742421,0.02499733,0.0002357754,2.269536,0.005919396,0.003576614,0.04221116,0.0870382,21.31623,1.789353,4.036824,4.958276,7.788206,5.811817,5.699093,11.98397
40,0.02370127,0.002289058,0.001795526,0.03421641,0.02564832,0.1769516,0.007334628,0.003033435,0.04645831,0.002849039,0.01214569,0.002450896,0.0007600075,0.01226428,0.009585202,0.002664328,0.0007551452,0.04096956,0.00175039,0.03090239,9.812373E-05,0.04291973,9.164882E-05,0.02468773,0.07339337,0.003541568,0.003319605,0.0001254707,0.0009333182,4.362649E-05,0.001012805,0.000388924,0.0003428636,0.03222772,0.0003486361,0.002074705,0.001375445,6.716549E-06,4.040327E-05,0.001910143,0.05526771,0.01456365,0.05887323,0.003946902,0.01669987,0.001539197,0.01465649,0.01013541,9.444345,0.0001317886,0.0182502,0.1604539,1.679213,0.1498702,0.0005664479,0.0003515648,0.01756132,0.1167691,0.2911105,0.0713742,0.02637521,0.04146761,0.06013767,0.02529624,0.0002369783,2.143618,0.006104422,0.003389749,0.04044247,0.08476508,20.22598,1.729294,3.294671,4.405117,9.655322,7.027807,8.17845,13.48272
41,0.02370853,0.002279348,0.00179072,0.03427157,0.02567572,0.1767609,0.007344848,0.003033927,0.04651784,0.002835521,0.01211773,0.002453793,0.0007606065,0.01235924,0.009441928,0.00267119,0.0007534205,0.04130518,0.001748832,0.03176794,9.831796E-05,0.04287812,9.292574E-05,0.02504069,0.0733517,0.003738362,0.003365262,0.0001261431,0.0009646696,4.352562E-05,0.001010909,0.0004015487,0.0003435254,0.03487797,0.0003596867,0.002198537,0.001461122,6.598151E-06,4.092538E-05,0.001920482,0.05564712,0.01394893,0.05906245,0.003952639,0.01667552,0.001545447,0.01439833,0.01030518,9.371292,0.0001318064,0.01824727,0.1590485,1.660063,0.1486257,0.0005617321,0.0003510622,0.01710249,0.1286985,0.275523,0.06431869,0.02625655,0.0403292,0.05953245,0.02490699,0.0002394013,1.992024,0.007164077,0.003488488,0.03847535,0.08245757,19.65205,1.706541,3.142417,4.330946,12.07457,7.091012,11.56647,17.62232
42,0.02371898,0.002269508,0.001784926,0.03430956,0.02570745,0.1767137,0.007355148,0.003035778,0.04657898,0.002822102,0.01213684,0.002456588,0.0007626488,0.01245597,0.009308859,0.002679073,0.0007507962,0.04010988,0.001749292,0.03205967,9.779391E-05,0.04320513,9.5232E-05,0.02529473,0.07333684,0.003718743,0.003393757,0.0001273804,0.0009833098,4.338778E-05,0.001010434,0.0003983865,0.0003442774,0.03485224,0.0003703501,0.002357512,0.001514469,6.478049E-06,4.093473E-05,0.001929105,0.05593007,0.01264439,0.05952656,0.003962189,0.01670996,0.001553126,0.01461846,0.01041394,9.231653,0.0001317382,0.01825942,0.158521,1.656296,0.1468707,0.0005567384,0.0003438925,0.01689942,0.1499898,0.2812733,0.06054627,0.02690776,0.0405241,0.05467043,0.02378877,0.000242539,1.87672,0.008465566,0.003542071,0.03355888,0.08080307,19.34623,1.58874,3.598876,4.845798,14.01472,5.767492,14.00457,23.29836
43,0.02373111,0.002259876,0.0017787,0.03432781,0.02574215,0.1768357,0.007366514,0.003038552,0.04664539,0.002809008,0.01218867,0.002460152,0.0007655394,0.01254606,0.009081615,0.002684954,0.0007449754,0.03847417,0.001750645,0.03148898,9.678326E-05,0.04338741,9.503061E-05,0.02506117,0.07336291,0.003525025,0.003395998,0.000128104,0.0009664606,4.33375E-05,0.001010555,0.0003885186,0.0003446352,0.03329133,0.0003575879,0.002430647,0.00149671,6.3714E-06,4.071502E-05,0.001933631,0.0558634,0.01125751,0.0601211,0.003964638,0.01676462,0.001556368,0.01493615,0.01039994,9.081553,0.0001315875,0.01828439,0.1587483,1.667968,0.1444229,0.0005513805,0.0003350321,0.0169478,0.174457,0.2977931,0.06055468,0.02756874,0.04131211,0.04898407,0.02249265,0.0002443653,1.806769,0.009325,0.003397578,0.02832697,0.08015557,19.33226,1.428744,4.609943,5.770682,15.64695,4.507126,15.41369,27.8054
44,0.0237437,0.002250437,0.001772722,0.03433092,0.02577784,0.1771204,0.007379984,0.003042019,0.04672169,0.002796219,0.01226795,0.002464176,0.0007688471,0.01263529,0.008821704,0.002688809,0.0007369499,0.03677476,0.001752162,0.03062986,9.303768E-05,0.04335792,9.314834E-05,0.02439564,0.07341604,0.003321555,0.003375279,0.0001288023,0.0009403691,4.315924E-05,0.001012728,0.000376701,0.0003444777,0.0314147,0.0003299343,0.002407062,0.001463671,6.289567E-06,4.043761E-05,0.001928619,0.05523445,0.009977766,0.06077428,0.003950857,0.0168089,0.001550428,0.01484954,0.01025778,8.93085,0.0001314243,0.01831738,0.1595069,1.692078,0.1422276,0.0005460055,0.0003259267,0.01698616,0.1941331,0.3234099,0.06693148,0.02906671,0.04379537,0.04357058,0.02120015,0.0002436618,1.791172,0.01006057,0.003266741,0.02366556,0.08071487,19.60596,1.276723,6.132284,6.852525,16.34484,3.660894,14.77507,30.77309
45,0.02375704,0.002240926,0.001767723,0.03432738,0.02581064,0.1774227,0.007394542,0.003045109,0.04680352,0.002782972,0.01234006,0.002466169,0.0007720063,0.01273181,0.00870383,0.002694529,0.0007318667,0.03511231,0.001753304,0.03075535,9.449325E-05,0.04393751,9.600975E-05,0.02383173,0.07344021,0.003282956,0.003357912,0.0001304287,0.0009304653,4.343867E-05,0.001016246,0.0003650552,0.0003437892,0.0312118,0.0003102311,0.002372952,0.001441858,6.240152E-06,4.008246E-05,0.001922153,0.05434344,0.008851866,0.06142805,0.003925993,0.0168779,0.001538679,0.01482433,0.01007752,8.75926,0.0001312086,0.0183396,0.1602996,1.720109,0.1428345,0.000541409,0.0003165775,0.0171643,0.2032199,0.3550735,0.07900316,0.03068309,0.04716424,0.03869854,0.01996447,0.0002433996,1.827349,0.01184575,0.004257008,0.02034499,0.08230948,20.14127,1.221018,7.793757,7.738069,16.42577,3.092046,13.54293,30.82609
46,0.02376645,0.002231524,0.001764424,0.03431731,0.02583557,0.1775465,0.007410049,0.003047588,0.04688794,0.002769692,0.01233653,0.002467592,0.0007737121,0.01283019,0.008616055,0.002701768,0.0007296083,0.03544293,0.001754123,0.03135112,9.19001E-05,0.04348202,9.376611E-05,0.02297943,0.07340948,0.003541603,0.003373045,0.0001320643,0.0009599566,4.378518E-05,0.001017993,0.0003682453,0.0003426924,0.03302633,0.0002875249,0.002247537,0.001378063,6.222745E-06,3.975855E-05,0.00191281,0.05330373,0.0090707,0.0619761,0.00389714,0.01692784,0.001520822,0.01460549,0.009900914,8.753118,0.0001311422,0.01834206,0.1608641,1.743967,0.1453741,0.0005380507,0.0003079766,0.01713648,0.2017566,0.380894,0.09179083,0.03167609,0.05055897,0.04093099,0.02066868,0.0002412874,1.89049,0.01392152,0.005525189,0.02771704,0.08422417,21.3197,1.447107,8.980679,8.007897,15.40904,2.659299,11.577,29.4847
