"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"8/10/2023 9:54:36 AM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,sim-spa_01
TimeSeries,-
StartYear,1980
"<HEADER ecospace/>"
EcospaceScenario,spa_00
MapRows,53
MapCols,131
MapCellLength,14.84601
MapCellSize,0.1335878
MapLatitude,31.00668
MapLongitude,-98
NoActiveCells,5258
EcoSpaceTimeStepLength,0.0833333358168602
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"<HEADER end/>"

Data,"Average biomass across modeled area"
"Modeled area km2",494806.705026413
"Number of cells",2245

Year,"Coastal dolphins","Offshore dolphins","Baleen whales",Seabird,"Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)",Skates-rays,"Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Red drum","Benthic coastal invertebrate feeders",Tilefish,"Gray triggerfish","Coastal omnivores","Reef omnivores","Surface pelagics","Large oceanic planktivores","Oceanic planktivores",Sardine-herring-scad,"Menhaden (0yr)","Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)",Anchovy-silverside-killifish,Mullet,Butterfish,Cephalopod,"Pink shrimp","Brown shrimp","White shrimp",Crab,"Sessile epifauna","Mobile epifauna",Zooplankton,Infauna,Algae,Seagrass,Phytoplankton,Detritus
11,0.03692836,0.012071,0.009238736,0.05249198,0.06510584,0.4226752,0.01035752,0.003580197,0.06145519,0.008314312,0.02522805,0.002198803,0.002246796,0.02511108,0.008165225,0.003435916,0.006669661,0.09005741,0.007184984,0.02715911,0.001025336,0.3096977,0.001701739,0.2165192,0.1274146,0.001355233,0.00281461,0.0005179741,0.004333407,2.591156E-05,0.01151989,0.0001902464,0.001829135,0.01426619,0.004896155,0.09281627,0.06510281,0.1305162,0.002185331,0.01218119,0.2911547,0.04930342,0.1758441,0.044335,0.05190856,0.05642529,0.2590443,0.0762788,17.02131,0.0005306245,0.04592716,0.1758659,0.06385057,0.0803578,0.007990764,0.01259119,0.6298029,2.256693,5.239129,2.290505,1.179894,1.101681,0.6839924,0.0646753,0.0127431,1.578153,0.007938731,0.01563559,0.1162944,0.130642,44.78975,7.109919,12.58395,15.37691,33.9467,4.486925,25.75866,56.17862
12,0.03709241,0.01205679,0.009200606,0.05270897,0.06560519,0.4244435,0.01043945,0.003624841,0.06185177,0.008194529,0.02453614,0.002219726,0.00208887,0.02769394,0.008061981,0.00337018,0.006447332,0.09278329,0.007436719,0.02713096,0.001009029,0.3105516,0.001492102,0.2131436,0.1275059,0.001336649,0.002854204,0.0005173802,0.004316061,2.690006E-05,0.01150071,0.0001893266,0.001776045,0.0135771,0.004667276,0.09273472,0.06244076,0.1290073,0.002190228,0.01229596,0.2943256,0.04790719,0.1819932,0.04477,0.05288847,0.05630537,0.2561536,0.076768,16.99815,0.0005308336,0.04572234,0.1756117,0.06875964,0.07962645,0.007976591,0.01265149,0.6263694,2.293842,5.301756,2.317607,1.19715,1.115619,0.6841246,0.06624879,0.01266224,1.559058,0.007803377,0.01341174,0.1144936,0.1274367,44.60996,7.105213,12.54148,15.37742,33.94907,4.491443,25.76588,56.19394
13,0.03723344,0.01203908,0.009162034,0.05288417,0.06606446,0.425241,0.01051103,0.003593393,0.06197197,0.0080817,0.02285366,0.002201511,0.001818293,0.03008894,0.007393002,0.003171196,0.006011652,0.09321666,0.007526353,0.02629471,0.001007962,0.3099609,0.001367865,0.2076861,0.1273172,0.001282529,0.002843209,0.0005178477,0.004261728,2.757165E-05,0.01147431,0.0001875039,0.001697165,0.01262235,0.004749754,0.08766998,0.06034863,0.1268543,0.002178632,0.01214524,0.2936923,0.04530247,0.1880388,0.04420525,0.05180105,0.05575898,0.2392902,0.0755818,16.99649,0.0005280205,0.04436359,0.1739333,0.07365511,0.07874654,0.007964927,0.01272732,0.6219571,2.327641,5.382465,2.368693,1.230608,1.137465,0.6866417,0.06730538,0.01258749,1.541405,0.007683827,0.0130611,0.1126954,0.1232051,44.54155,7.108834,12.49701,15.37755,33.94968,4.489309,25.76491,56.19151
14,0.03736944,0.01201903,0.009123237,0.05303864,0.06650141,0.4260059,0.0105822,0.003538843,0.06219332,0.007975829,0.02240331,0.002180309,0.001556017,0.03244597,0.008824826,0.002938973,0.005637377,0.09372581,0.007236176,0.02607105,0.001028064,0.311155,0.001427113,0.207567,0.1272673,0.001254207,0.00281977,0.0005147083,0.004215502,2.834909E-05,0.01146653,0.0001861244,0.001625167,0.01198385,0.004862107,0.08374149,0.0580939,0.1247217,0.002179436,0.0120764,0.298097,0.04541977,0.1940922,0.04436607,0.05124477,0.05567526,0.2323833,0.07539818,17.04963,0.0005275866,0.04379259,0.1732813,0.07858462,0.07840159,0.007956358,0.01282757,0.6210043,2.364068,5.433895,2.382155,1.252074,1.164315,0.6909173,0.06802818,0.01255208,1.527771,0.007705963,0.0131429,0.1130272,0.1207535,44.51767,7.114054,12.43431,15.37467,33.94588,4.478725,25.77357,56.1959
15,0.03751047,0.01199106,0.00908455,0.0531781,0.06693051,0.4270034,0.01064695,0.00346285,0.06252863,0.007876474,0.02381764,0.002186403,0.001260224,0.03439775,0.01034985,0.002632403,0.005133749,0.09397945,0.006665593,0.02626918,0.001055444,0.3122576,0.001695325,0.2135033,0.1273271,0.001249605,0.002770233,0.0005112325,0.004159376,2.920017E-05,0.0114404,0.0001853834,0.001558923,0.01147525,0.005028352,0.08512556,0.05341941,0.1233392,0.002186584,0.01201003,0.3029008,0.04683207,0.199707,0.04495497,0.05070239,0.05567704,0.2381968,0.07609081,17.10729,0.0005288394,0.04469296,0.1729478,0.08182767,0.07799876,0.007950665,0.01290046,0.6201509,2.40506,5.496601,2.386532,1.254781,1.181927,0.6935048,0.06868789,0.01250667,1.512617,0.007889408,0.01565377,0.1154214,0.1226198,44.50723,7.115463,12.39922,15.36837,33.94053,4.483076,25.76872,56.18849
16,0.03765195,0.01195786,0.00904672,0.05329904,0.06735534,0.4281323,0.01070216,0.003402034,0.06285233,0.007782707,0.02572561,0.00221592,0.0009752344,0.03574746,0.01202,0.002278152,0.004450648,0.09470835,0.006167749,0.02647592,0.001067374,0.3146151,0.001877134,0.2211665,0.1274674,0.001268556,0.002714423,0.0005080833,0.004123088,3.026049E-05,0.01138747,0.0001848866,0.001495402,0.01122288,0.005002234,0.09073535,0.05071886,0.1224657,0.002196908,0.01195918,0.3078129,0.04874669,0.2051304,0.04568003,0.04996204,0.055582,0.249738,0.07706268,17.14326,0.0005313064,0.04612632,0.1726367,0.0844146,0.07721319,0.007949297,0.01298283,0.6173446,2.411373,5.560401,2.419183,1.264258,1.194896,0.6923664,0.06966998,0.01246952,1.49942,0.007993799,0.01676244,0.1170256,0.1293032,44.49988,7.111712,12.37398,15.36438,33.93632,4.481041,25.77021,56.18749
17,0.03778704,0.01191758,0.00900991,0.05339974,0.06777105,0.4293467,0.01075785,0.003370414,0.06320646,0.007694472,0.02620814,0.002237731,0.0008419662,0.03706648,0.01704636,0.002032631,0.003990976,0.09670702,0.005808391,0.02660236,0.001060605,0.3170883,0.001785305,0.2241552,0.1276362,0.001295922,0.00269582,0.0005071406,0.004150089,3.043303E-05,0.01132992,0.0001854258,0.001441803,0.01122026,0.004893176,0.09445158,0.05093655,0.1216534,0.002210415,0.01200396,0.3172885,0.05004819,0.2100221,0.04639968,0.04950358,0.05542345,0.2545753,0.07791272,17.16459,0.000534008,0.04645469,0.1721858,0.08457317,0.07536343,0.007951915,0.01302103,0.6114369,2.435004,5.563941,2.431391,1.2787,1.206545,0.6883114,0.07097838,0.01239016,1.484945,0.007934964,0.0152831,0.1164083,0.1381148,44.54301,7.111133,12.34464,15.36307,33.93447,4.479903,25.77118,56.18451
18,0.03789817,0.01186719,0.008974408,0.05347465,0.06817155,0.4300861,0.01080658,0.003311806,0.06345939,0.007610859,0.02467704,0.002220579,0.0007952739,0.0385664,0.02388673,0.001872036,0.003766119,0.0980246,0.00548295,0.02616415,0.001041525,0.3169901,0.001517726,0.2189177,0.127711,0.001279853,0.002681501,0.0005056963,0.004173259,2.99406E-05,0.01129187,0.0001857163,0.001388596,0.01085291,0.004802855,0.09207767,0.05270213,0.1204372,0.002217103,0.01197916,0.3261426,0.04901784,0.2137103,0.04656732,0.04848969,0.05500169,0.2456736,0.07763848,17.19385,0.0005347515,0.04498076,0.1710263,0.0816242,0.07283495,0.007956267,0.01294305,0.6033176,2.457783,5.603354,2.434764,1.285413,1.217519,0.6864808,0.07208661,0.01226338,1.473058,0.007756699,0.01374617,0.1139795,0.1445877,44.62062,7.115634,12.34014,15.3615,33.93246,4.48148,25.75789,56.16642
19,0.03798983,0.0118089,0.008940962,0.05353134,0.06855645,0.4306682,0.01085033,0.00327115,0.06366842,0.007530941,0.02333559,0.002191726,0.0007769268,0.04024452,0.03020131,0.001757789,0.003667191,0.09933517,0.00524123,0.02610236,0.001043362,0.3182044,0.001449917,0.2156938,0.1278201,0.001300481,0.002671375,0.0005116781,0.004180766,2.858107E-05,0.01127953,0.000184812,0.001346918,0.01098661,0.004881314,0.08710409,0.05430454,0.1190487,0.002221805,0.01200853,0.3343065,0.04888823,0.2159948,0.04676661,0.04824203,0.05483213,0.2374234,0.07763927,17.26015,0.0005343816,0.0435605,0.1701678,0.07721525,0.07080801,0.007961449,0.01275841,0.5973559,2.472022,5.654932,2.452006,1.290419,1.227309,0.6878684,0.07276904,0.01213779,1.464425,0.007684098,0.01303908,0.1128812,0.147106,44.68033,7.120037,12.31037,15.3585,33.92937,4.495028,25.75339,56.15937
20,0.03808394,0.01174737,0.008909884,0.053581,0.06893339,0.4317703,0.01089416,0.003292334,0.06396282,0.007454833,0.02446144,0.002206428,0.0007535683,0.04192208,0.03530248,0.001681393,0.00354669,0.101605,0.005149329,0.02662355,0.001080014,0.3215898,0.00172983,0.2211802,0.1281332,0.001317344,0.002696291,0.0005194128,0.004179487,2.715098E-05,0.01125844,0.0001835523,0.001321489,0.01165864,0.005081407,0.08721239,0.05573383,0.1185029,0.002231532,0.01215998,0.3428691,0.05126798,0.2170049,0.0475819,0.04872094,0.05498301,0.2447971,0.0788822,17.34625,0.0005352112,0.04420467,0.1703674,0.07259599,0.06935549,0.007966808,0.01252216,0.5934166,2.477433,5.653182,2.471507,1.306268,1.237207,0.6878631,0.07329441,0.01203366,1.459731,0.007853254,0.01434761,0.1151836,0.1485038,44.70295,7.122502,12.3014,15.35438,33.92344,4.510611,25.74908,56.15268
21,0.03818009,0.01168629,0.008881456,0.05362462,0.06930047,0.4324592,0.01092387,0.003253523,0.06400337,0.007382474,0.02552854,0.002229157,0.0007178599,0.04348864,0.03928927,0.001570094,0.003394055,0.1015173,0.005121544,0.02603152,0.001075091,0.3221497,0.001767247,0.2223743,0.1281927,0.001252085,0.00267694,0.0005197062,0.00417175,2.608746E-05,0.01123409,0.0001828047,0.001281182,0.01112394,0.004921566,0.0922059,0.05398011,0.1184318,0.00222297,0.01199606,0.3462923,0.04973112,0.2170218,0.04710034,0.04676746,0.05429332,0.248282,0.07819697,17.37031,0.0005333814,0.04496024,0.16887,0.06812435,0.0680909,0.007972744,0.0122955,0.5893149,2.488298,5.665682,2.460964,1.314346,1.249448,0.6843939,0.0733375,0.01191963,1.454214,0.007899075,0.01459614,0.1160094,0.148629,44.70068,7.125882,12.27962,15.3562,33.92318,4.494615,25.75331,56.15546
22,0.03825322,0.01162848,0.008855825,0.05365342,0.06964067,0.4322967,0.01093308,0.003149346,0.06363267,0.007313554,0.02490993,0.00222056,0.0007583965,0.04551832,0.0361454,0.001485285,0.003393728,0.09901772,0.005141865,0.02487405,0.001065629,0.3203343,0.001638573,0.2180509,0.1277991,0.00119987,0.002625602,0.000516595,0.004172945,2.528236E-05,0.01121863,0.0001823605,0.001226387,0.01023579,0.004852683,0.09367735,0.05298161,0.1180606,0.002194546,0.01162635,0.3420225,0.04619671,0.2167886,0.04526622,0.04379346,0.05318574,0.2372927,0.07586636,17.35452,0.0005269076,0.04446376,0.1654472,0.0643697,0.0671423,0.007979334,0.01210686,0.5849134,2.51186,5.697863,2.473495,1.308329,1.257318,0.6827409,0.07297025,0.01184426,1.452994,0.007814487,0.01388356,0.1149634,0.1472469,44.71038,7.133408,12.25962,15.3588,33.92368,4.508307,25.74898,56.1523
23,0.03830627,0.01157974,0.008833286,0.05367899,0.06995495,0.4317969,0.01093506,0.003095277,0.06336331,0.007248135,0.02290252,0.00217616,0.0007284571,0.04726321,0.03020093,0.001392309,0.003259777,0.09799372,0.00517529,0.02422341,0.001043064,0.320094,0.001387432,0.2122757,0.1276103,0.00120561,0.002591863,0.0005157866,0.004176934,2.417241E-05,0.01119873,0.0001813088,0.001184327,0.01053562,0.004739367,0.08936503,0.05488219,0.1169524,0.002185116,0.01152239,0.3389073,0.04562815,0.2180823,0.04463927,0.0425456,0.05297552,0.2225321,0.07465412,17.37262,0.0005236689,0.04294576,0.1639974,0.06261765,0.06732965,0.007985381,0.01206538,0.5835782,2.527802,5.740734,2.492437,1.318939,1.257542,0.6850812,0.07294196,0.01192427,1.457747,0.007635445,0.01335573,0.1123538,0.1449391,44.72061,7.139103,12.23122,15.36052,33.92241,4.507396,25.74897,56.14973
24,0.0383653,0.0115411,0.008813228,0.05371583,0.07026121,0.4309858,0.01092928,0.003050973,0.06318276,0.007187419,0.02294077,0.00215478,0.000615092,0.04805543,0.02723165,0.001238095,0.002888838,0.09736556,0.005244117,0.02347255,0.001083418,0.3187344,0.001648766,0.2138419,0.1276192,0.001186023,0.002544607,0.0005170284,0.0041586,2.386898E-05,0.01115985,0.0001803328,0.001138247,0.01061455,0.005039284,0.08530936,0.0552271,0.1160282,0.002186233,0.01142502,0.3381939,0.04527568,0.2209558,0.04446368,0.0409268,0.0529522,0.2162769,0.07369777,17.42491,0.0005233617,0.04294265,0.1634841,0.06189739,0.06827164,0.007993454,0.01214329,0.5856143,2.522487,5.760997,2.514894,1.337967,1.26926,0.6887711,0.07313099,0.01202493,1.458366,0.007775671,0.01433305,0.1142118,0.1461945,44.73008,7.141072,12.21223,15.36047,33.91874,4.513197,25.75215,56.15218
25,0.03843881,0.01150909,0.008794635,0.05376279,0.07057262,0.429665,0.01091101,0.00293031,0.06268983,0.007131964,0.02432697,0.002163013,0.0004580467,0.04751745,0.02921648,0.001006097,0.002352052,0.09482396,0.00520567,0.02255215,0.001089573,0.3156958,0.001807313,0.2167044,0.1273333,0.001144254,0.002458747,0.0005194557,0.004135164,2.364691E-05,0.01111676,0.0001807535,0.001075958,0.009629354,0.004975142,0.08987942,0.05237872,0.1159545,0.002173697,0.01107399,0.3358318,0.04362508,0.2248636,0.04332981,0.03832361,0.05233799,0.2144785,0.07198224,17.42147,0.0005207765,0.04404918,0.1611952,0.06130013,0.06932301,0.008005601,0.01224045,0.5892075,2.533437,5.744715,2.510271,1.348721,1.284692,0.6898833,0.07309353,0.01205628,1.459612,0.007899408,0.01519958,0.1162773,0.1496572,44.71994,7.141213,12.17883,15.36317,33.91685,4.50959,25.76455,56.16522
